,tipo,bairro,area_total,quartos,banheiros,vagas,academia,churrasqueira,elevador,salao_festa,piscina,condominio,preco
964,2,Centro,150,4,3,3,0,1,1,1,1,520.0,630000
965,2,Osvaldo Cruz,61,2, 2-3 , 2-3 ,0,1,1,1,1,150.0,510000
966,2,Santa Maria,76,2,2,2,1,0,0,1,1,511.0,4199000
967,2,Boa Vista,79,3,2,2,0,1,1,1,1,515.0,700000
968,2,Olímpico,55,2,1,1,1,1,1,1,0,508.0,2969000
969,2,Santa Paula,174,3,2,2,0,1,1,1,1,550.0,990000
970,2,Boa Vista,65,2,1,1,0,0,0,0,0,1.0,365000
971,2,Olímpico,90,2,1,1,1,1,0,1,1,600.0,850000
972,2,Santa Paula,90,3,2,2,0,1,1,1,1,385.0,650000
973,2,Santa Paula,180,3,1,1,0,0,1,1,0,561.0,1200000
974,2,Santa Maria,67,3,3,3,0,1,1,1,1,14.0,240000
975,2,Barcelona,65,2,2,2,1,1,1,1,0,775.0,435000
976,2,Olímpico,70,2,1,1,1,1,1,1,0,450.0,395000
977,2,Santa Maria,75,2,2,2,0,1,1,1,1,738.0,460000
978,2,Santa Maria,160,3, -- , -- ,0,1,1,1,0,395.0,7499000
979,2,Santa Paula,84,3,1,1,0,1,1,0,1,410.0,750000
980,2,Nova Gerty,140,2,1,1,0,0,1,0,0,447.0,500000
981,2,Cerâmica,56,2,3,3,0,1,1,1,1,482.0,459000
982,2,Cerâmica,68,2,1,1,0,1,1,1,1,478.0,720000
983,2,Santa Maria,64,2,3,3,1,0,1,1,0,105.0,390000
984,2,Cerâmica,65,2,3,3,0,1,1,1,1,351.0,430000
985,2,Jardim Sao Caetano,80,3,2,2,0,1,1,1,1,568.0,495000
986,2,Olímpico,264,3,1,1,0,0,1,0,0,430.0,1980000
987,2,Santo Antônio,113,2,2,2,0,1,1,1,1,535.0,1130000
988,2,Fundação,61,2,1,1,1,1,1,1,0,105.0,331000
989,2,Cerâmica,90,2,1,1,0,0,1,1,1,500.0,990000
990,2,Santa Paula,106,3,1,1,0,1,1,1,1,520.0,550000
991,2,Cerâmica,68,2,1,1,1,1,0,0,0,19.0,6498000
992,2,Barcelona,68,2,2,2,0,1,1,1,1,150.0,450000
993,2,Barcelona,67,2,2,2,1,0,1,1,0,511.0,455000
994,2,Barcelona,88,3,3,3,0,1,1,1,1,515.0,450000
995,2,Santo Antônio,62,2,2,2,1,0,0,1,1,508.0,475000
996,2,Mauá,79,3,3,3,0,1,1,1,1,550.0,495000
997,2,Centro,150,4,1,1,1,1,1,1,0,1.0,630000
998,2,Santa Maria,76,2,2,2,0,0,0,0,0,600.0,4199000
999,2,Boa Vista,79,3,3,3,1,0,0,1,1,385.0,700000
1000,2,Santa Paula,174,3,3,3,1,1,0,1,1,561.0,990000
1001,2,Boa Vista,65,2,5,5,0,0,1,0,0,14.0,365000
1002,2,Olímpico,90,2,3,3,0,0,0,0,0,775.0,850000
1003,2,Santa Paula,90,3,3,3,0,0,1,1,0,450.0,650000
1004,2,Santa Paula,180,3,2,2,0,0,1,1,0,738.0,1200000
1005,2,Santa Maria,67,3,2,2,0,1,1,1,1,395.0,240000
1006,2,Olímpico,70,2,2,2,1,1,1,1,0,410.0,395000
1007,2,Santa Maria,75,2,1,1,1,1,1,1,0,447.0,460000
1008,2,Santa Maria,160,3,2,2,0,1,1,0,1,482.0,7499000
1009,2,Santa Paula,84,3,1,1,0,1,1,1,1,478.0,750000
1010,2,Nova Gerty,140,2,1,1,0,1,1,0,1,568.0,500000
1011,2,Cerâmica,56,2,2,2,0,0,1,0,0,430.0,459000
1012,2,Cerâmica,68,2,2,2,0,1,1,1,1,105.0,720000
1013,2,Santa Maria,64,2,2,2,0,1,1,1,1,500.0,390000
1014,2,Cerâmica,65,2,2,2,1,0,1,1,0,520.0,430000
1015,2,Olímpico,264,3,2,2,0,1,1,1,1,19.0,1980000
1016,2,Santo Antônio,113,2,2,2,0,1,1,1,1,150.0,1130000
1017,2,Fundação,61,2,1,1,0,0,1,0,0,515.0,331000
1018,2,Cerâmica,90,2,2,2,0,1,1,1,1,508.0,990000
1019,2,Santa Paula,106,3,1,1,0,1,1,1,1,550.0,550000
1020,2,Cerâmica,68,2,3,3,1,1,1,1,0,1.0,6498000
1021,2,Barcelona,68,2,2,2,0,0,1,1,1,450.0,450000
1022,2,Barcelona,67,2,3,3,0,1,1,1,1,600.0,455000
1023,2,Barcelona,88,3,3,3,1,1,0,0,0,385.0,450000
1024,2,Santo Antônio,62,2,3,3,0,1,1,1,1,561.0,475000
1025,2,Mauá,79,3,1,1,1,0,1,1,0,14.0,495000
1026,2,Nova Gerty,40,1,2,2,0,1,1,1,1,775.0,319000
1027,1,Boa Vista,127,3,2,2,1,0,0,1,1,450.0,530000
1028,2,Fundação,68,2,2,2,0,1,1,1,1,878.0,420000
1029,2,Santo Antônio,160,4,1,1,1,1,1,1,0,738.0,1050000
1030,2,Centro,150,4,3,3,0,1,1,1,1,395.0,630000
1031,2,Osvaldo Cruz,61,2,2,2,1,0,0,1,1,447.0,510000
1032,2,Santa Maria,76,2,1,1,1,1,0,1,1,482.0,4199000
1033,2,Boa Vista,79,3,2,2,0,0,1,1,0,478.0,700000
1034,2,Olímpico,55,2,1,1,0,1,1,1,1,300.0,2969000
1035,2,Santa Paula,174,3,2,2,0,0,1,1,0,500.0,990000
1036,2,Boa Vista,65,2,1,1,0,1,1,1,1,12.0,365000
1037,2,Olímpico,90,2,1,1,1,1,1,1,0,351.0,850000
1038,2,Santa Paula,90,3,2,2,0,1,1,0,1,568.0,650000
1039,2,Santa Paula,180,3,1,1,0,1,1,1,1,430.0,1200000
1040,2,Santa Maria,67,3,1,1,0,1,1,1,0,535.0,240000
1041,2,Barcelona,65,2,2,2,0,1,1,0,1,105.0,435000
1042,2,Olímpico,70,2,2,2,0,0,1,0,0,500.0,395000
1043,2,Santa Maria,75,2,2,2,0,1,1,1,1,19.0,460000
1044,2,Santa Maria,160,3,1,1,1,0,1,1,0,150.0,7499000
1045,2,Santa Paula,84,3,3,3,0,1,1,1,1,511.0,750000
1046,2,Nova Gerty,140,2,1,1,0,1,1,1,1,515.0,500000
1047,2,Cerâmica,56,2,2,2,0,0,1,0,0,508.0,459000
1048,2,Cerâmica,68,2,2,2,0,1,1,1,1,550.0,720000
1049,2,Santa Maria,64,2,3,3,0,1,1,1,1,1.0,390000
1050,2,Cerâmica,65,2,3,3,1,1,1,1,0,450.0,430000
1051,2,Jardim Sao Caetano,80,3,6,6,0,0,1,1,1,600.0,495000
1052,2,Olímpico,264,3,4,4,0,1,1,1,1,385.0,1980000
1053,2,Santo Antônio,113,2,2,2,1,1,0,0,0,561.0,1130000
1054,2,Fundação,61,2,2,2,0,1,1,1,1,14.0,331000
1055,2,Cerâmica,90,2,4,4,1,0,1,1,0,775.0,990000
1056,2,Santa Paula,106,3,2,2,0,1,1,1,1,450.0,550000
1057,2,Cerâmica,68,2,2,2,1,0,0,1,1,878.0,6498000
1058,2,Barcelona,68,2, -- , -- ,0,1,1,1,1,738.0,450000
1059,2,Barcelona,67,2,1,1,1,1,1,1,0,395.0,455000
1060,2,Barcelona,88,3,1,1,0,1,1,1,1,410.0,450000
1061,2,Santo Antônio,62,2,2,2,0,0,0,0,0,447.0,475000
1062,2,Mauá,79,3,2,2,1,0,0,1,1,482.0,495000
1063,2,Centro,150,4,3,3,1,1,0,1,1,478.0,630000
1064,2,Santa Maria,76,2,3,3,0,1,1,1,1,351.0,4199000
1065,2,Boa Vista,79,3,1,1,0,0,1,1,0,568.0,700000
1066,2,Santa Paula,174,3,4,4,0,1,1,1,1,430.0,990000
1067,2,Boa Vista,65,2,2,2,1,1,1,1,0,535.0,365000
1068,2,Olímpico,90,2,2,2,1,1,1,1,0,105.0,850000
1069,2,Santa Paula,90,3,1,1,0,1,1,0,1,500.0,650000
1070,2,Santa Paula,180,3,2,2,0,1,1,1,0,19.0,1200000
1071,2,Santa Maria,67,3,2,2,0,1,1,0,1,150.0,240000
1072,2,Olímpico,70,2,1,1,0,0,1,0,0,511.0,395000
1073,2,Santa Maria,75,2,2,2,0,1,1,1,1,515.0,460000
1074,2,Santa Maria,160,3,1,1,0,1,1,1,1,508.0,7499000
1075,2,Santa Paula,84,3,2,2,1,0,1,1,0,550.0,750000
1076,2,Nova Gerty,140,2,2,2,0,1,1,1,1,450.0,500000
1077,2,Cerâmica,56,2,2,2,0,0,1,0,0,600.0,459000
1078,2,Cerâmica,68,2,3,3,0,1,1,1,1,385.0,720000
1079,2,Santa Maria,64,2,1,1,0,1,1,1,1,561.0,390000
1080,2,Cerâmica,65,2,1,1,1,1,1,1,0,14.0,430000
1081,2,Olímpico,264,3,1,1,0,0,1,1,1,775.0,1980000
1082,2,Santo Antônio,113,2,2,2,0,1,1,1,1,450.0,1130000
1083,2,Fundação,61,2,1,1,1,1,0,0,0,878.0,331000
1084,2,Cerâmica,90,2,2,2,0,1,1,1,1,738.0,990000
1085,2,Santa Paula,106,3,2,2,1,0,1,1,0,395.0,550000
1086,2,Cerâmica,68,2,3,3,0,1,1,1,1,410.0,6498000
1087,2,Barcelona,68,2, -- , -- ,1,0,0,1,1,447.0,450000
1088,2,Barcelona,67,2,2,2,0,1,1,1,1,482.0,455000
1089,2,Barcelona,88,3,2,2,1,1,1,1,0,478.0,450000
1090,2,Santo Antônio,62,2,4,4,0,1,1,1,1,105.0,475000
1091,2,Mauá,79,3,1,1,0,0,0,0,0,351.0,495000
1092,2,Nova Gerty,40,1,4,4,1,0,0,1,1,568.0,319000
1093,1,Boa Vista,127,3,3,3,1,1,0,1,1,430.0,530000
1094,2,Fundação,68,2,3,3,0,0,1,1,0,535.0,420000
1095,2,Santo Antônio,160,4, 2-3 , 2-3 ,0,1,1,1,1,105.0,1050000
1096,2,Centro,150,4,2,2,0,0,1,1,0,500.0,630000
1097,2,Osvaldo Cruz,61,2,1,1,1,1,1,1,0,19.0,510000
1098,2,Santa Maria,76,2,2,2,1,1,1,1,0,150.0,4199000
1099,2,Boa Vista,79,3,1,1,0,1,1,0,1,511.0,700000
1100,2,Olímpico,55,2,2,2,0,1,1,1,1,515.0,2969000
1101,2,Santa Paula,174,3,1,1,0,1,1,1,0,508.0,990000
1102,2,Boa Vista,65,2,2,2,0,1,1,0,1,550.0,365000
1103,2,Olímpico,90,2,3,3,0,1,1,1,1,450.0,850000
1104,2,Santa Paula,90,3,2,2,0,1,1,1,1,600.0,650000
1105,2,Santa Paula,180,3,1,1,1,0,1,1,0,385.0,1200000
1106,2,Santa Maria,67,3,2,2,0,1,1,1,1,561.0,240000
1107,2,Barcelona,65,2,2,2,0,1,1,1,1,14.0,435000
1108,2,Olímpico,70,2, -- , -- ,0,0,1,0,0,775.0,395000
1109,2,Santa Maria,75,2,1,1,0,1,1,1,1,878.0,460000
1110,2,Santa Maria,160,3,3,3,1,1,1,1,0,738.0,7499000
1111,2,Santa Paula,84,3,1,1,0,0,1,1,1,395.0,750000
1112,2,Nova Gerty,140,2,3,3,0,1,1,1,1,410.0,500000
1113,2,Cerâmica,56,2,3,3,1,1,0,0,0,447.0,459000
1114,2,Cerâmica,68,2,2,2,0,1,1,1,1,482.0,720000
1115,2,Santa Maria,64,2,1,1,1,0,1,1,0,478.0,390000
1116,2,Cerâmica,65,2,2,2,0,1,1,1,1,105.0,430000
1117,2,Jardim Sao Caetano,80,3,1,1,1,0,0,1,1,351.0,495000
1118,2,Olímpico,264,3,1,1,0,1,1,1,1,568.0,1980000
1119,2,Santo Antônio,113,2,1,1,1,1,1,1,0,430.0,1130000
1120,2,Fundação,61,2,1,1,0,1,1,1,1,535.0,331000
1121,2,Cerâmica,90,2,2,2,0,0,0,0,0,105.0,990000
1122,2,Santa Paula,106,3,2,2,1,0,0,1,1,500.0,550000
1123,2,Cerâmica,68,2,3,3,1,1,0,1,1,520.0,6498000
1124,2,Barcelona,68,2,2,2,0,0,1,1,0,19.0,450000
1125,2,Barcelona,67,2,3,3,0,1,1,1,1,150.0,455000
1126,2,Barcelona,88,3,1,1,1,1,1,1,0,511.0,450000
1127,2,Santo Antônio,62,2,3,3,0,1,1,0,1,515.0,475000
1128,2,Mauá,79,3,2,2,0,1,1,1,1,508.0,495000
1129,2,Centro,150,4,3,3,0,1,1,1,0,550.0,630000
1130,2,Osvaldo Cruz,61,2,5,5,0,0,1,0,0,450.0,510000
1131,2,Santa Maria,76,2,3,3,0,1,1,1,1,600.0,4199000
1132,2,Boa Vista,79,3,3,3,1,0,1,1,0,385.0,700000
1133,2,Olímpico,55,2,1,1,0,1,1,1,1,561.0,2969000
1134,2,Santa Paula,174,3,2,2,0,1,1,1,1,14.0,990000
1135,2,Boa Vista,65,2,2,2,0,0,1,0,0,775.0,365000
1136,2,Olímpico,90,2,1,1,1,1,1,1,0,878.0,850000
1137,2,Santa Paula,90,3,2,2,0,0,1,1,1,738.0,650000
1138,2,Santa Paula,180,3,1,1,1,1,0,0,0,395.0,1200000
1139,2,Santa Maria,67,3,2,2,0,1,1,1,1,410.0,240000
1140,2,Barcelona,65,2,1,1,1,0,1,1,0,447.0,435000
1141,2,Olímpico,70,2,2,2,0,1,1,1,1,482.0,395000
1142,2,Santa Maria,75,2,2,2,0,1,1,1,1,568.0,460000
1143,2,Santa Maria,160,3,2,2,1,1,1,1,0,430.0,7499000
1144,2,Santa Paula,84,3,2,2,0,1,1,1,1,105.0,750000
1145,2,Nova Gerty,140,2,2,2,0,0,0,0,0,500.0,500000
1146,2,Cerâmica,56,2,1,1,1,0,0,1,1,520.0,459000
1147,2,Cerâmica,68,2,2,2,1,1,0,1,1,19.0,720000
1148,2,Santa Maria,64,2,1,1,0,0,1,0,0,150.0,390000
1149,2,Cerâmica,65,2,3,3,0,0,0,0,0,515.0,430000
1150,2,Jardim Sao Caetano,80,3,2,2,0,1,1,1,1,508.0,495000
1151,2,Olímpico,264,3,3,3,0,1,1,1,1,550.0,1980000
1152,2,Santo Antônio,113,2,3,3,0,1,1,1,1,1.0,1130000
1153,2,Fundação,61,2,3,3,0,1,1,1,0,450.0,331000
1154,2,Cerâmica,90,2,1,1,0,0,1,1,0,385.0,990000
1155,2,Santa Paula,106,3,2,2,0,1,1,1,1,561.0,550000
1156,2,Cerâmica,68,2,2,2,0,0,1,1,0,14.0,6498000
1157,2,Barcelona,68,2,2,2,0,1,1,1,1,775.0,450000
1158,2,Barcelona,67,2,1,1,1,1,1,1,0,450.0,455000
1159,2,Barcelona,88,3,3,3,1,1,1,1,0,878.0,450000
1160,2,Santo Antônio,62,2,1,1,0,1,1,0,1,738.0,475000
1161,2,Mauá,79,3,2,2,0,1,1,1,1,395.0,495000
1162,2,Centro,150,4,1,1,0,1,1,1,0,410.0,630000
1163,2,Osvaldo Cruz,61,2,1,1,0,0,1,0,0,482.0,510000
1164,2,Santa Maria,76,2,2,2,0,1,1,1,1,478.0,4199000
1165,2,Boa Vista,79,3,1,1,0,1,1,1,1,300.0,700000
1166,2,Olímpico,55,2,2,2,1,0,1,1,0,500.0,2969000
1167,2,Santa Paula,174,3,1,1,0,1,1,1,1,12.0,990000
1168,2,Boa Vista,65,2,2,2,0,1,1,1,1,600.0,365000
1169,2,Olímpico,90,2,1,1,0,1,1,1,1,105.0,850000
1170,2,Santa Paula,90,3,2,2,0,1,1,1,1,568.0,650000
1171,2,Santa Paula,180,3,2,2,1,1,1,1,0,430.0,1200000
1172,2,Santa Maria,67,3, -- , -- ,0,0,1,1,1,105.0,240000
1173,2,Barcelona,65,2,2,2,0,1,1,1,1,500.0,435000
1174,2,Olímpico,70,2,1,1,1,1,0,0,0,520.0,395000
1175,2,Santa Maria,75,2,1,1,1,0,1,1,0,150.0,460000
1176,2,Santa Maria,160,3,2,2,0,1,1,1,1,515.0,7499000
1177,2,Santa Paula,84,3,2,2,1,0,0,1,1,508.0,750000
1178,2,Nova Gerty,140,2,3,3,0,1,1,1,1,550.0,500000
1179,2,Cerâmica,56,2,3,3,1,1,1,1,0,1.0,459000
1180,2,Cerâmica,68,2,6,6,0,1,1,1,1,450.0,720000
1181,2,Santa Maria,64,2,4,4,0,0,0,0,0,600.0,390000
1182,2,Cerâmica,65,2,2,2,1,0,0,1,1,385.0,430000
1183,2,Jardim Sao Caetano,80,3,2,2,1,1,0,1,1,561.0,495000
1184,2,Olímpico,264,3,4,4,0,0,1,1,0,14.0,1980000
1185,2,Santo Antônio,113,2,2,2,0,1,1,1,1,775.0,1130000
1186,2,Fundação,61,2,2,2,0,0,1,1,0,450.0,331000
1187,2,Cerâmica,90,2, -- , -- ,0,1,1,1,1,878.0,990000
1188,2,Santa Paula,106,3,1,1,1,1,1,1,0,738.0,550000
1189,2,Cerâmica,68,2,1,1,1,1,1,1,0,395.0,6498000
1190,2,Barcelona,68,2,2,2,0,1,1,0,1,410.0,450000
1191,2,Barcelona,67,2,2,2,0,1,1,1,1,447.0,455000
1192,2,Barcelona,88,3,3,3,0,1,1,1,0,482.0,450000
1193,2,Santo Antônio,62,2,2,2,0,1,1,0,1,478.0,475000
1194,2,Mauá,79,3,3,3,0,0,1,0,0,300.0,495000
1195,2,Centro,150,4,1,1,0,1,1,1,1,500.0,630000
1196,2,Osvaldo Cruz,61,2,2,2,1,0,1,1,0,105.0,510000
1197,2,Santa Maria,76,2,2,2,0,1,1,1,1,568.0,4199000
1198,2,Boa Vista,79,3,1,1,0,1,1,1,1,430.0,700000
1199,2,Olímpico,55,2,2,2,0,0,1,0,0,105.0,2969000
1200,2,Santa Paula,174,3,2,2,0,1,1,1,1,500.0,990000
1201,2,Boa Vista,65,2,2,2,0,1,1,1,1,520.0,365000
1202,2,Olímpico,90,2,2,2,0,0,1,1,1,150.0,850000
1203,2,Santa Paula,90,3,1,1,0,1,1,1,1,515.0,650000
1204,2,Santa Paula,180,3,2,2,1,1,0,0,0,508.0,1200000
1205,2,Santa Maria,67,3,1,1,0,1,1,1,1,550.0,240000
1206,2,Barcelona,65,2,2,2,1,0,1,1,0,1.0,435000
1207,2,Olímpico,70,2,2,2,0,1,1,1,1,450.0,395000
1208,2,Santa Maria,75,2,1,1,0,1,1,1,1,385.0,460000
1209,2,Santa Maria,160,3,1,1,1,1,1,1,0,561.0,7499000
1210,2,Santa Paula,84,3,1,1,0,1,1,1,1,14.0,750000
1211,2,Nova Gerty,140,2,2,2,0,0,0,0,0,775.0,500000
1212,2,Cerâmica,56,2,1,1,1,0,0,1,1,450.0,459000
1213,2,Cerâmica,68,2,2,2,1,1,0,1,1,878.0,720000
1214,2,Santa Maria,64,2,2,2,0,0,1,1,0,738.0,390000
1215,2,Cerâmica,65,2,3,3,0,0,1,1,0,395.0,430000
1216,2,Jardim Sao Caetano,80,3, -- , -- ,0,1,1,1,1,410.0,495000
1217,2,Olímpico,264,3,2,2,1,1,1,1,0,447.0,1980000
1218,2,Santo Antônio,113,2,2,2,0,1,1,0,1,482.0,1130000
1219,2,Fundação,61,2,4,4,0,1,1,1,1,478.0,331000
1220,2,Cerâmica,90,2,1,1,0,1,1,1,0,300.0,990000
1221,2,Santa Paula,106,3,4,4,0,1,1,0,1,500.0,550000
1222,2,Cerâmica,68,2,3,3,0,0,1,0,0,12.0,6498000
1223,2,Barcelona,68,2,3,3,0,1,1,1,1,105.0,450000
1224,2,Barcelona,67,2, 2-3 , 2-3 ,1,0,1,1,0,351.0,455000
1225,2,Barcelona,88,3,2,2,0,1,1,1,1,568.0,450000
1226,2,Santo Antônio,62,2,2,2,0,1,1,1,1,430.0,475000
1227,2,Mauá,79,3,1,1,0,0,1,0,0,535.0,495000
1228,2,Centro,150,4,2,2,0,1,1,1,1,105.0,630000
1229,2,Osvaldo Cruz,61,2,2,2,1,1,1,1,0,520.0,510000
1230,2,Santa Maria,76,2,1,1,0,0,1,1,1,19.0,4199000
1231,2,Boa Vista,79,3,2,2,1,1,0,0,0,150.0,700000
1232,2,Olímpico,55,2,1,1,0,1,1,1,1,511.0,2969000
1233,2,Santa Paula,174,3,3,3,1,0,1,1,0,515.0,990000
1234,2,Boa Vista,65,2,2,2,0,1,1,1,1,508.0,365000
1235,2,Olímpico,90,2,2,2,0,1,1,1,1,1.0,850000
1236,2,Santa Paula,90,3,2,2,1,1,1,1,0,450.0,650000
1237,2,Santa Paula,180,3, -- , -- ,0,1,1,1,1,600.0,1200000
1238,2,Santa Maria,67,3,1,1,0,0,0,0,0,385.0,240000
1239,2,Barcelona,65,2,1,1,1,0,0,1,1,561.0,435000
1240,2,Olímpico,70,2,3,3,1,1,0,1,1,14.0,395000
1241,2,Santa Maria,75,2,3,3,0,0,0,0,0,450.0,460000
1242,2,Santa Maria,160,3,3,3,0,1,1,1,1,878.0,7499000
1243,2,Santa Paula,84,3,2,2,0,1,1,1,1,738.0,750000
1244,2,Nova Gerty,140,2,1,1,0,0,1,1,0,395.0,500000
1245,2,Cerâmica,56,2,2,2,0,1,1,1,1,410.0,459000
1246,2,Cerâmica,68,2,1,1,1,1,1,1,0,447.0,720000
1247,2,Santa Maria,64,2,1,1,0,1,1,0,1,482.0,390000
1248,2,Cerâmica,65,2,1,1,0,1,1,1,1,478.0,430000
1249,2,Jardim Sao Caetano,80,3,1,1,0,1,1,1,0,351.0,495000
1250,2,Olímpico,264,3,2,2,0,1,1,0,1,568.0,1980000
1251,2,Santo Antônio,113,2,2,2,0,0,1,0,0,430.0,1130000
1252,2,Fundação,61,2,3,3,0,1,1,1,1,535.0,331000
1253,2,Cerâmica,90,2,2,2,1,0,1,1,0,105.0,990000
1254,2,Santa Paula,106,3,3,3,0,1,1,1,1,500.0,550000
1255,2,Cerâmica,68,2,1,1,0,1,1,1,1,520.0,6498000
1256,2,Barcelona,68,2,3,3,0,0,1,0,0,19.0,450000
1257,2,Barcelona,67,2,2,2,0,1,1,1,1,150.0,455000
1258,2,Barcelona,88,3,3,3,1,1,1,1,0,511.0,450000
1259,2,Santo Antônio,62,2,3,3,0,0,1,1,1,515.0,475000
1260,2,Mauá,79,3,5,5,1,1,0,0,0,508.0,495000
1261,2,Centro,150,4,3,3,0,1,1,1,1,550.0,630000
1262,2,Osvaldo Cruz,61,2,1,1,0,1,1,1,1,450.0,510000
1263,2,Santa Maria,76,2,2,2,1,0,0,1,1,385.0,4199000
1264,2,Boa Vista,79,3,2,2,0,1,1,1,1,561.0,700000
1265,2,Olímpico,55,2,2,2,1,1,1,1,0,14.0,2969000
1266,2,Santa Paula,174,3,1,1,0,1,1,1,1,775.0,990000
1267,2,Boa Vista,65,2,2,2,0,0,0,0,0,450.0,365000
1268,2,Olímpico,90,2,2,2,1,1,0,1,1,738.0,850000
1269,2,Santa Paula,90,3,1,1,0,0,1,0,0,395.0,650000
1270,2,Santa Paula,180,3,2,2,0,0,0,0,0,410.0,1200000
1271,2,Santa Maria,67,3,2,2,0,1,1,1,1,447.0,240000
1272,2,Barcelona,65,2,2,2,0,1,1,1,1,482.0,435000
1273,2,Olímpico,70,2,2,2,0,1,1,1,1,478.0,395000
1274,2,Santa Maria,75,2,2,2,0,0,1,1,0,105.0,460000
1275,2,Santa Maria,160,3,1,1,0,0,1,1,0,351.0,7499000
1276,2,Santa Paula,84,3,2,2,0,1,1,1,1,568.0,750000
1277,2,Nova Gerty,140,2,1,1,1,1,1,1,0,430.0,500000
1278,2,Cerâmica,56,2,3,3,0,1,1,0,1,535.0,459000
1279,2,Cerâmica,68,2,2,2,0,1,1,1,1,105.0,720000
1280,2,Santa Maria,64,2,3,3,0,1,1,1,0,500.0,390000
1281,2,Cerâmica,65,2,3,3,0,1,1,0,1,520.0,430000
1282,2,Jardim Sao Caetano,80,3,3,3,0,0,1,0,0,19.0,495000
1283,2,Olímpico,264,3,1,1,0,1,1,1,1,150.0,1980000
1284,2,Santo Antônio,113,2,2,2,1,0,1,1,0,511.0,1130000
1285,2,Fundação,61,2,2,2,0,1,1,1,1,515.0,331000
1286,2,Cerâmica,90,2,2,2,0,1,1,1,1,508.0,990000
1287,2,Santa Paula,106,3,1,1,0,0,1,0,0,550.0,550000
1288,2,Cerâmica,68,2,3,3,0,1,1,1,1,1.0,6498000
1289,2,Barcelona,68,2,1,1,0,1,1,1,1,450.0,450000
1290,2,Barcelona,67,2,2,2,1,1,1,1,0,600.0,455000
1291,2,Barcelona,88,3,1,1,0,0,1,1,1,385.0,450000
1292,2,Santo Antônio,62,2,2,2,1,1,0,0,0,561.0,475000
1293,2,Mauá,79,3,1,1,0,1,1,1,1,14.0,495000
1294,2,Centro,150,4,2,2,1,0,1,1,0,775.0,630000
1295,2,Osvaldo Cruz,61,2,2,2,1,0,0,1,1,878.0,510000
1296,2,Santa Maria,76,2,1,1,0,1,1,1,1,738.0,4199000
1297,2,Boa Vista,79,3,2,2,1,1,1,1,0,395.0,700000
1298,2,Olímpico,55,2,1,1,0,1,1,1,1,410.0,2969000
1299,2,Santa Paula,174,3,1,1,0,0,0,0,0,447.0,990000
1300,2,Boa Vista,65,2,2,2,1,0,0,1,1,482.0,365000
1301,2,Olímpico,90,2, -- , -- ,0,0,1,0,0,351.0,850000
1302,2,Santa Paula,90,3,2,2,0,0,0,0,0,568.0,650000
1303,2,Santa Paula,180,3,1,1,0,1,1,1,1,430.0,1200000
1304,2,Santa Maria,67,3,3,3,0,1,1,1,1,535.0,240000
1305,2,Barcelona,65,2,1,1,0,0,1,1,0,105.0,435000
1306,2,Olímpico,70,2,2,2,0,1,1,1,1,500.0,395000
1307,2,Santa Maria,75,2,3,3,0,1,1,1,1,19.0,460000
1308,2,Santa Maria,160,3,3,3,1,1,1,1,0,150.0,7499000
1309,2,Santa Paula,84,3,6,6,1,1,1,1,0,511.0,750000
1310,2,Nova Gerty,140,2,4,4,0,1,1,0,1,515.0,500000
1311,2,Cerâmica,56,2,2,2,0,1,1,1,1,508.0,459000
1312,2,Cerâmica,68,2,2,2,0,1,1,1,0,550.0,720000
1313,2,Santa Maria,64,2,4,4,0,1,1,0,1,1.0,390000
1314,2,Cerâmica,65,2,2,2,0,0,1,0,0,450.0,430000
1315,2,Jardim Sao Caetano,80,3,2,2,0,1,1,1,1,385.0,495000
1316,2,Olímpico,264,3, -- , -- ,0,1,1,1,1,561.0,1980000
1317,2,Santo Antônio,113,2,1,1,1,0,1,1,0,14.0,1130000
1318,2,Fundação,61,2,1,1,0,1,1,1,1,775.0,331000
1319,2,Cerâmica,90,2,2,2,0,1,1,1,1,450.0,990000
1320,2,Santa Paula,106,3,2,2,0,0,1,0,0,878.0,550000
1321,2,Cerâmica,68,2,3,3,0,1,1,1,1,738.0,6498000
1322,2,Barcelona,68,2,2,2,0,1,1,1,1,395.0,450000
1323,2,Barcelona,67,2,3,3,1,1,1,1,0,410.0,455000
1324,2,Barcelona,88,3,1,1,0,0,1,1,1,447.0,450000
1325,2,Santo Antônio,62,2,4,4,0,1,1,1,1,482.0,475000
1326,2,Mauá,79,3,2,2,1,1,0,0,0,478.0,495000
1327,2,Centro,150,4,2,2,0,1,1,1,1,300.0,630000
1328,2,Osvaldo Cruz,61,2,2,2,0,1,1,1,1,430.0,510000
1329,2,Santa Maria,76,2,2,2,1,0,0,1,1,105.0,4199000
1330,2,Boa Vista,79,3,2,2,0,1,1,1,1,500.0,700000
1331,2,Olímpico,55,2,1,1,1,1,1,1,0,520.0,2969000
1332,2,Santa Paula,174,3,2,2,0,1,1,1,1,19.0,990000
1333,2,Boa Vista,65,2,1,1,0,0,0,0,0,150.0,365000
1334,2,Olímpico,90,2,1,1,1,1,0,1,1,508.0,850000
1335,2,Santa Paula,90,3,2,2,0,0,1,1,0,550.0,650000
1336,2,Santa Paula,180,3,2,2,0,1,1,1,1,1.0,1200000
1337,2,Santa Maria,67,3,3,3,1,1,1,1,0,450.0,240000
1338,2,Barcelona,65,2,1,1,0,1,1,0,1,385.0,435000
